"","SampleID","Root","Mean_Relabun","SEM"
"103","ASV_1053_Unidentified Acidaminobacteraceae","Disrupted",0,0
"104","ASV_1053_Unidentified Acidaminobacteraceae","Intact",0.0640804049444444,0.0439915123364465
"105","ASV_1054_Unidentified Fusobacteriales","Disrupted",0.0186107212352941,0.00471380950534664
"106","ASV_1054_Unidentified Fusobacteriales","Intact",0.0302779507777778,0.0102073182004041
"107","ASV_1055_Unidentified Melioribacteraceae","Disrupted",0.0285242203529412,0.00599941515098034
"108","ASV_1055_Unidentified Melioribacteraceae","Intact",0.0203291611666667,0.00540125136085056
"109","ASV_1056_WYBL01","Disrupted",0.0371980938823529,0.0101194445126246
"110","ASV_1056_WYBL01","Intact",0.0308430133888889,0.0143478722046706
"111","ASV_1057_Unidentified Gammaproteobacteria","Disrupted",0.0164069305882353,0.0045187583917543
"112","ASV_1057_Unidentified Gammaproteobacteria","Intact",0.0321895236111111,0.00959217238906632
"113","ASV_1058_Thiodiazotropha","Disrupted",0.0236490268235294,0.00413777824605487
"114","ASV_1058_Thiodiazotropha","Intact",0.0275833601666667,0.00482078956803989
"115","ASV_105_Caldithrix","Disrupted",0.261115798294118,0.0122508419053375
"116","ASV_105_Caldithrix","Intact",0.175445702333333,0.0369685496383116
"117","ASV_1060_Desulfosarcina","Disrupted",0.0262227264117647,0.00914764699389425
"118","ASV_1060_Desulfosarcina","Intact",0.00472230622222222,0.00437064922623046
"119","ASV_1061_Sulfurovum","Disrupted",0.0204195702941176,0.00391896489406188
"120","ASV_1061_Sulfurovum","Intact",0.033512961,0.0107141169573219
"121","ASV_1062_BMS3ABIN14","Disrupted",0,0
"122","ASV_1062_BMS3ABIN14","Intact",0.163781159944444,0.153272601111362
"123","ASV_1063_Unidentified Desulfocapsaceae","Disrupted",0.0266816,0.0064117847954042
"124","ASV_1063_Unidentified Desulfocapsaceae","Intact",0.0145857080555556,0.00373566190263628
"125","ASV_1064_Unidentified RBG-16-71-46","Disrupted",0.0245044148235294,0.00483574835542574
"126","ASV_1064_Unidentified RBG-16-71-46","Intact",0.0240774424444444,0.0055081154665981
"127","ASV_1065_Unidentified Myxococcota","Disrupted",0.000956013823529412,0.000956013823529412
"128","ASV_1065_Unidentified Myxococcota","Intact",0.0127348409444444,0.0102801230459375
"129","ASV_1066_Desulfosarcina","Disrupted",0.0258228041764706,0.00670233348930742
"130","ASV_1066_Desulfosarcina","Intact",0.0209602027222222,0.00757760843661184
"131","ASV_1067_SLST01","Disrupted",0.0197347885294118,0.00881642140041217
"132","ASV_1067_SLST01","Intact",0.0166847509444444,0.00649717103518282
"133","ASV_1068_UBA1844","Disrupted",0.0243881448823529,0.00402802818797121
"134","ASV_1068_UBA1844","Intact",0.0282651794444444,0.00685502723602537
"135","ASV_1069_Unidentified Pirellulaceae","Disrupted",0.0341390748823529,0.0094689642508933
"136","ASV_1069_Unidentified Pirellulaceae","Intact",0.0218355471666667,0.0166993537450165
"137","ASV_106_GCA-2748055","Disrupted",0.257722645176471,0.035271392039022
"138","ASV_106_GCA-2748055","Intact",0.309850039555556,0.0592745795398626
"139","ASV_1071_Marinobacterium","Disrupted",0.0424368214705882,0.0121689825583006
"140","ASV_1071_Marinobacterium","Intact",0.0132504694444444,0.00843445751114589
"141","ASV_1072_Maribacter","Disrupted",0.0219126625882353,0.00448582572627081
"142","ASV_1072_Maribacter","Intact",0.0277255735,0.00522430883561008
"143","ASV_1073_Haliangium","Disrupted",0.0153038121764706,0.0048715181484576
"144","ASV_1073_Haliangium","Intact",0.0268393239444444,0.007618287800198
"145","ASV_1074_Unidentified Bacteria","Disrupted",0.0218406660588235,0.00586646081782552
"146","ASV_1074_Unidentified Bacteria","Intact",0.0214703442777778,0.00679836829945415
"147","ASV_1075_Ancylomarina","Disrupted",0.0101376001176471,0.0065251054341399
"148","ASV_1075_Ancylomarina","Intact",0.00797433372222222,0.00537842977516576
"149","ASV_1076_Desulfobacter","Disrupted",0.0226903619411765,0.00326029641692524
"150","ASV_1076_Desulfobacter","Intact",0.0310491876666667,0.00633675209475792
"151","ASV_1077_Roseibacillus_B","Disrupted",0.0226608114705882,0.00293934373269532
"152","ASV_1077_Roseibacillus_B","Intact",0.0275813868333333,0.00905622624831869
"153","ASV_1078_GCA-2748055","Disrupted",0.0201510332352941,0.00677093728084002
"154","ASV_1078_GCA-2748055","Intact",0.0374571488333333,0.029035299163272
"155","ASV_1079_Sulfurovum","Disrupted",0.0331300710588235,0.00814102909310139
"156","ASV_1079_Sulfurovum","Intact",0.0243999333888889,0.0120448624872382
"157","ASV_1080_UBA5623","Disrupted",0.0345603045294118,0.00736592904500567
"158","ASV_1080_UBA5623","Intact",0.0196456529444444,0.00682476418169558
"159","ASV_1081_Unidentified Lachnospirales","Disrupted",0.0400019936470588,0.0128729494336134
"160","ASV_1081_Unidentified Lachnospirales","Intact",0.00696717327777778,0.00392869422434093
"161","ASV_1082_Unidentified Clostridia","Disrupted",0.0165254411764706,0.00600754934478485
"162","ASV_1082_Unidentified Clostridia","Intact",0.0477962162222222,0.0127222070106209
"163","ASV_1083_Unidentified Bacteria","Disrupted",0.0223433723529412,0.00405108930535467
"164","ASV_1083_Unidentified Bacteria","Intact",0.0214589468888889,0.00450368450591441
"165","ASV_1086_Unidentified Desulfobacterales","Disrupted",0.0278151074117647,0.00820479754455457
"166","ASV_1086_Unidentified Desulfobacterales","Intact",0.0254387412777778,0.00617393720572363
"167","ASV_1087_RR4-38","Disrupted",0.0413458971764706,0.0367288966504792
"168","ASV_1087_RR4-38","Intact",0.0171654426111111,0.0146160387698915
"169","ASV_1088_Unidentified SMWR01","Disrupted",0.0230821458235294,0.00306829435573234
"170","ASV_1088_Unidentified SMWR01","Intact",0.0298935056666667,0.0079213878067663
"171","ASV_1089_GCA-2746365","Disrupted",0.0206080988823529,0.00562916432287398
"172","ASV_1089_GCA-2746365","Intact",0.0258662776111111,0.0105836191174654
"173","ASV_108_UBA2779","Disrupted",0.202062612058824,0.0144786260971352
"174","ASV_108_UBA2779","Intact",0.275427616444444,0.0306009173079398
"175","ASV_1090_Unidentified Gammaproteobacteria","Disrupted",0.00863852323529412,0.00467905239743573
"176","ASV_1090_Unidentified Gammaproteobacteria","Intact",0.0247127600555556,0.00817041985820417
"177","ASV_1091_Saccharicrinis","Disrupted",0.00366105676470588,0.00169747830837076
"178","ASV_1091_Saccharicrinis","Intact",0.00200975188888889,0.00138141452892156
"179","ASV_1092_Desulfatitalea","Disrupted",0.0195001225882353,0.00971381143923692
"180","ASV_1092_Desulfatitalea","Intact",0.0198541993888889,0.00648217592264546
"181","ASV_1093_Unidentified Gammaproteobacteria","Disrupted",0.0310922294705882,0.00500310402408724
"182","ASV_1093_Unidentified Gammaproteobacteria","Intact",0.0167349161111111,0.0034221988841455
"183","ASV_1094_Unidentified Bacteria","Disrupted",0.022648496,0.00488596278970094
"184","ASV_1094_Unidentified Bacteria","Intact",0.0228098925555556,0.00567501681249744
"185","ASV_1095_Woeseia","Disrupted",0.0255515514117647,0.00340972491065543
"186","ASV_1095_Woeseia","Intact",0.0202625834444444,0.00498951952826535
"187","ASV_1096_41T-STBD-0c-01a","Disrupted",0.0257198107058824,0.00461674895901661
"188","ASV_1096_41T-STBD-0c-01a","Intact",0.0204837762777778,0.00605846844705944
"189","ASV_1097_Vibrio","Disrupted",0.0313503001764706,0.00424172528390792
"190","ASV_1097_Vibrio","Intact",0.0137295955,0.00374806072566607
"191","ASV_1098_Pseudoalteromonas","Disrupted",0.0283421054705882,0.0082137238129845
"192","ASV_1098_Pseudoalteromonas","Intact",0.0163492274444444,0.00522705627328424
"193","ASV_1099_Unidentified Halieaceae","Disrupted",0.0137278711764706,0.00566762881706981
"194","ASV_1099_Unidentified Halieaceae","Intact",0.0325415455,0.0154368040558981
"195","ASV_109_Unidentified Alphaproteobacteria","Disrupted",0.259097849235294,0.0185474411245677
"196","ASV_109_Unidentified Alphaproteobacteria","Intact",0.184030591388889,0.0286324970299279
"197","ASV_10_Unidentified Spirochaetia","Disrupted",1.72629977594118,0.126303909794175
"198","ASV_10_Unidentified Spirochaetia","Intact",1.00953748805556,0.114188640907925
"199","ASV_1100_DSWT01","Disrupted",0.021153044,0.00566405952483452
"200","ASV_1100_DSWT01","Intact",0.017502364,0.0049813100645004
"201","ASV_1101_Desulfobulbus","Disrupted",0.027019956,0.0056245299375159
"202","ASV_1101_Desulfobulbus","Intact",0.0287572967222222,0.00570683656300758
"203","ASV_1102_Unidentified Burkholderiaceae","Disrupted",0.0105010609411765,0.00905038325549345
"204","ASV_1102_Unidentified Burkholderiaceae","Intact",0.016219059,0.016219059
"205","ASV_1103_Oceanispirochaeta","Disrupted",0.00526289111764706,0.00284360229865035
"206","ASV_1103_Oceanispirochaeta","Intact",0.0336325231666667,0.00946924331233561
"207","ASV_1104_Methylotenera","Disrupted",0.0252197012352941,0.00731366507966781
"208","ASV_1104_Methylotenera","Intact",0.0310013226111111,0.00950278552397917
"209","ASV_1105_Unidentified Gammaproteobacteria","Disrupted",0.0291349135294118,0.00649893072595003
"210","ASV_1105_Unidentified Gammaproteobacteria","Intact",0.0317325820555556,0.00944048592965836
"211","ASV_1106_Unidentified UBA9160","Disrupted",0.0171175994117647,0.00464664196888699
"212","ASV_1106_Unidentified UBA9160","Intact",0.0237235188888889,0.00578520571901915
"213","ASV_1107_Methylotenera","Disrupted",0.026435942,0.00642221750515694
"214","ASV_1107_Methylotenera","Intact",0.0167834486111111,0.00529823460469963
"215","ASV_110_JABDJL01","Disrupted",0.0108183090588235,0.00637868102059139
"216","ASV_110_JABDJL01","Intact",0.00643590477777778,0.00377958714821033
"217","ASV_1110_Unidentified Rhodobacteraceae","Disrupted",0.0276107050588235,0.0100196372056325
"218","ASV_1110_Unidentified Rhodobacteraceae","Intact",0.0172821303888889,0.00745111606584511
"219","ASV_1111_UBA1844","Disrupted",0.0320463741176471,0.0077810740316982
"220","ASV_1111_UBA1844","Intact",0.0190210881111111,0.00638661625775571
"221","ASV_1112_Unidentified Bacteroidales","Disrupted",0.0237405760588235,0.00665894089807335
"222","ASV_1112_Unidentified Bacteroidales","Intact",0.0187121351111111,0.00796689796438731
"223","ASV_1113_Psychromonas","Disrupted",0.0195473258823529,0.00541171769562617
"224","ASV_1113_Psychromonas","Intact",0.0320053667777778,0.00810206888987352
"225","ASV_1115_Clostridium_P","Disrupted",0.0252614479411765,0.00669891119138046
"226","ASV_1115_Clostridium_P","Intact",0.0194851603333333,0.00400615955807346
"227","ASV_1116_Pseudoclostridium","Disrupted",0.0301002822352941,0.00417216151835337
"228","ASV_1116_Pseudoclostridium","Intact",0.0175044595555556,0.00498556015821532
"229","ASV_1117_Arenicella","Disrupted",0.0230996955882353,0.00392567340424741
"230","ASV_1117_Arenicella","Intact",0.0233510660555556,0.00554977802115894
"231","ASV_1118_UBA7441","Disrupted",0,0
"232","ASV_1118_UBA7441","Intact",0.00164692522222222,0.00164692522222222
"233","ASV_1119_Reinekea","Disrupted",0.035288879,0.00897367897116254
"234","ASV_1119_Reinekea","Intact",0.0142656031666667,0.00549816038653634
"235","ASV_111_UBA12170","Disrupted",0.245032207294118,0.0437717261132139
"236","ASV_111_UBA12170","Intact",0.291809582833333,0.0489727246981586
"237","ASV_1120_Ilumatobacter","Disrupted",0.0217362771176471,0.00386959175782324
"238","ASV_1120_Ilumatobacter","Intact",0.0218024258333333,0.00562936113207712
"239","ASV_1121_Unidentified Gammaproteobacteria","Disrupted",0.00346836847058824,0.00346836847058824
"240","ASV_1121_Unidentified Gammaproteobacteria","Intact",0.00297680844444444,0.00237330204927654
"241","ASV_1122_Unidentified Gammaproteobacteria","Disrupted",0.0229724971764706,0.00433546967903587
"242","ASV_1122_Unidentified Gammaproteobacteria","Intact",0.0335331204444444,0.00927267333710211
"243","ASV_1123_Labilibaculum","Disrupted",0.00743577064705882,0.00511617677555789
"244","ASV_1123_Labilibaculum","Intact",0.0297538007222222,0.010903499314412
"245","ASV_1124_Unidentified Pseudomonadales","Disrupted",0.0200186294117647,0.00375662544462866
"246","ASV_1124_Unidentified Pseudomonadales","Intact",0.0325519867777778,0.00906975808866578
"247","ASV_1125_GN02-872","Disrupted",0.0332425046470588,0.00487342245429302
"248","ASV_1125_GN02-872","Intact",0.0151558017222222,0.00466072316298515
"249","ASV_1126_Sulfurimonas","Disrupted",0.0223770665882353,0.00340553439498158
"250","ASV_1126_Sulfurimonas","Intact",0.0446503416111111,0.0150523842143485
"251","ASV_1127_Unidentified Gammaproteobacteria","Disrupted",0.00153744723529412,0.000910594206887849
"252","ASV_1127_Unidentified Gammaproteobacteria","Intact",0.00353255422222222,0.00276893076613764
"253","ASV_1128_Unidentified Desulfobacterales","Disrupted",0.0247031625882353,0.00668986615721054
"254","ASV_1128_Unidentified Desulfobacterales","Intact",0.0186772484444444,0.0078796992747102
"255","ASV_1129_CAIXZV01","Disrupted",0.0349099484705882,0.032553194483901
"256","ASV_1129_CAIXZV01","Intact",0.0101692300555556,0.00607561644576514
"257","ASV_112_Fulvivirga","Disrupted",0.213738201470588,0.0982318592670253
"258","ASV_112_Fulvivirga","Intact",0.109236853777778,0.0314610666585557
"259","ASV_1131_Unidentified Syntrophotaleaceae","Disrupted",0.0265958684705882,0.00384349266464732
"260","ASV_1131_Unidentified Syntrophotaleaceae","Intact",0.0171525566666667,0.00443614841688079
"261","ASV_1132_CAJBEZ01","Disrupted",0.0199985810588235,0.00449544114964051
"262","ASV_1132_CAJBEZ01","Intact",0.0273914359444444,0.00560347044229277
"263","ASV_1133_Caldilinea","Disrupted",0.0110149843529412,0.00420268705711686
"264","ASV_1133_Caldilinea","Intact",0.022383122,0.00704376448551932
"265","ASV_1134_Arctic95D-9","Disrupted",0.0313056585882353,0.0120456653963834
"266","ASV_1134_Arctic95D-9","Intact",0.00774781988888889,0.00345610449836939
"267","ASV_1135_Unidentified Peptostreptococcales","Disrupted",0.0131446964705882,0.00413018853737702
"268","ASV_1135_Unidentified Peptostreptococcales","Intact",0.0218656976111111,0.00546285021098817
"269","ASV_1136_S5133MH16","Disrupted",0.020686484,0.00282758610564928
"270","ASV_1136_S5133MH16","Intact",0.0274584205,0.0060912415998227
"271","ASV_1137_Woeseia","Disrupted",0.0139142600588235,0.00701112665562635
"272","ASV_1137_Woeseia","Intact",0.00154629466666667,0.00154629466666667
"273","ASV_1138_LZORAL124-64-63","Disrupted",0.0109198057058823,0.00900837952076352
"274","ASV_1138_LZORAL124-64-63","Intact",0.00534174516666667,0.00534174516666667
"275","ASV_1139_Desulforhopalus","Disrupted",0.0281236818235294,0.00598482237746292
"276","ASV_1139_Desulforhopalus","Intact",0.00947919033333333,0.00388102423270181
"277","ASV_113_Desulforhopalus","Disrupted",0.0691875364705882,0.0233202671239563
"278","ASV_113_Desulforhopalus","Intact",0.0249234633333333,0.00913625813632801
"279","ASV_1140_Unidentified Gammaproteobacteria","Disrupted",0.0257504562941176,0.00551699482812334
"280","ASV_1140_Unidentified Gammaproteobacteria","Intact",0.0162451553888889,0.00551525317328146
"281","ASV_1141_QGON01","Disrupted",0.0268107397058824,0.00327369830238288
"282","ASV_1141_QGON01","Intact",0.0184035155555556,0.00507760221444199
"283","ASV_1142_Unidentified Acidaminobacteraceae","Disrupted",0.0392677177647059,0.011419365640227
"284","ASV_1142_Unidentified Acidaminobacteraceae","Intact",0.0134148479444444,0.00438435621867459
"285","ASV_1144_Leucothrix","Disrupted",0.0140166761764706,0.00652045801474525
"286","ASV_1144_Leucothrix","Intact",0.0223474274444444,0.0102088120945856
"287","ASV_1145_Unidentified Desulfobacterota","Disrupted",0.0224815029411765,0.00643986073700897
"288","ASV_1145_Unidentified Desulfobacterota","Intact",0.0219630462222222,0.0080456451015059
"289","ASV_1146_Unidentified Sphingomonadaceae","Disrupted",0.0253457654117647,0.00326021730816222
"290","ASV_1146_Unidentified Sphingomonadaceae","Intact",0.0221240266666667,0.00580276701980677
"291","ASV_1147_JC017","Disrupted",0.0207987413529412,0.00707297966228657
"292","ASV_1147_JC017","Intact",0.0183753185,0.0064633010735788
"293","ASV_1148_NAK82","Disrupted",0.0088560435882353,0.00614207516624866
"294","ASV_1148_NAK82","Intact",0.0437810535555556,0.0196518674594216
"295","ASV_1149_SR-FBR-E99","Disrupted",0.0214523270588235,0.00633860689921407
"296","ASV_1149_SR-FBR-E99","Intact",0.0171086272777778,0.0068673995903947
"297","ASV_114_Vibrio","Disrupted",0.245553236470588,0.0304920548124436
"298","ASV_114_Vibrio","Intact",0.252095881166667,0.0295531299031598
"299","ASV_1150_S5133MH16","Disrupted",0.0144210565294118,0.00683464412163551
"300","ASV_1150_S5133MH16","Intact",0.0216365691666667,0.00761981331586226
"301","ASV_1151_Sulfurimonas","Disrupted",0.0305493305294118,0.00303865088497333
"302","ASV_1151_Sulfurimonas","Intact",0.0145555493888889,0.00336033781682288
"303","ASV_1152_Unidentified Desulfobacterales","Disrupted",0.0241893457058824,0.00654465749949221
"304","ASV_1152_Unidentified Desulfobacterales","Intact",0.027450955,0.00874459580617172
"305","ASV_1153_Meridianimaribacter","Disrupted",0.0215150319411765,0.00410654569144284
"306","ASV_1153_Meridianimaribacter","Intact",0.0356750776666667,0.0103289562392082
"307","ASV_1154_Hanstruepera","Disrupted",0.0378713212352941,0.00955786946621821
"308","ASV_1154_Hanstruepera","Intact",0.00454296011111111,0.00251786856631739
"309","ASV_1156_Shewanella","Disrupted",0.0172338588235294,0.00496867812408848
"310","ASV_1156_Shewanella","Intact",0.0191577045,0.00549299146969875
"311","ASV_1157_BD2-11","Disrupted",0.0367987655294118,0.017988094153176
"312","ASV_1157_BD2-11","Intact",0.0176172454444444,0.00762036447265574
"313","ASV_1158_Unidentified Lachnospirales","Disrupted",0.0219039937058824,0.0151940836947709
"314","ASV_1158_Unidentified Lachnospirales","Intact",0.0080179255,0.0080179255
"315","ASV_1159_Unidentified Gammaproteobacteria","Disrupted",0.0221782792352941,0.00722419077868461
"316","ASV_1159_Unidentified Gammaproteobacteria","Intact",0.0314530067777778,0.00990866139291517
"317","ASV_115_Methylotenera","Disrupted",0.140998812411765,0.0489701415592777
"318","ASV_115_Methylotenera","Intact",0.115027043444444,0.0446714644492049
"319","ASV_1160_GCA-2748055","Disrupted",0.0199670081176471,0.00380901519180776
"320","ASV_1160_GCA-2748055","Intact",0.0194469636111111,0.00463229409132939
"321","ASV_1161_Methylophaga","Disrupted",0.0186529408235294,0.00421273337374015
"322","ASV_1161_Methylophaga","Intact",0.0299078070555556,0.00982902758465416
"323","ASV_1163_Mor1","Disrupted",0.0228746541176471,0.00408928919124616
"324","ASV_1163_Mor1","Intact",0.0189232265555556,0.00497744930169138
"325","ASV_1165_Hyella","Disrupted",0.0216195214705882,0.00397277799483298
"326","ASV_1165_Hyella","Intact",0.0192749743888889,0.00503167125445955
"327","ASV_1166_Desulfotignum","Disrupted",0.0255638114117647,0.00903526227406497
"328","ASV_1166_Desulfotignum","Intact",0.0126811349444444,0.00688256045097725
"329","ASV_1167_UBA2270","Disrupted",0.0227075713529412,0.00611581408955652
"330","ASV_1167_UBA2270","Intact",0.0241440534444444,0.00882981941528454
